Handle,Product Title,Vendor,Variant Price,Variant SKU,URL
honda-ct125-hunter,Honda CT125 Hunter,,,HONDA-CT125-HUNTER,https://www.hondamotorbikes.co.nz/ct125-hunter
crf250r,CRF250R,,,CRF250R,https://www.hondamotorbikes.co.nz/crf250r
crf300-rally,CRF300 Rally,,,CRF300-RALLY,https://www.hondamotorbikes.co.nz/crf300l-rally
crf1100-africa-twin-dct-es,CRF1100 Africa Twin DCT ES,,,CRF1100-AFRICA-TWIN-DCT-ES,https://www.hondamotorbikes.co.nz/crf1100-africa-twin-dct-es
honda-msx125-grom,Honda MSX125 Grom,,6395,HONDA-MSX125-GROM,https://www.hondamotorbikes.co.nz/msx125-grom
pioneer-1000-3p-trail,Pioneer 1000-3P Trail,,40532,PIONEER-1000-3P-TRAIL,https://www.hondamotorbikes.co.nz/pioneer-1000-3p-trail
crf450rx,CRF450RX,,,CRF450RX,https://www.hondamotorbikes.co.nz/crf450rx
honda-talon-1000r,Honda Talon 1000R,,41295,HONDA-TALON-1000R,https://www.hondamotorbikes.co.nz/talon-r
cmx500-rebel-s,CMX500 Rebel S,,,CMX500-REBEL-S,https://www.hondamotorbikes.co.nz/cmx500-rebel-s
honda-gold-wing-tour,Honda Gold Wing Tour,,,HONDA-GOLD-WING-TOUR,https://www.hondamotorbikes.co.nz/goldwing-tour
honda-crf300l-motorcycle,Honda CRF300L Motorcycle,,,HONDA-CRF300L-MOTORCYCLE,https://www.hondamotorbikes.co.nz/crf300l
cbr1000rr-r-fireblade,CBR1000RR-R Fireblade,,,CBR1000RR-R-FIREBLADE,https://www.hondamotorbikes.co.nz/cbr1000rr-r-fireblade
honda-monkey-motorcycle,Honda Monkey Motorcycle,,,HONDA-MONKEY-MOTORCYCLE,https://www.hondamotorbikes.co.nz/monkey
honda-pioneer-1000-3p,Honda Pioneer 1000-3P,,36794,HONDA-PIONEER-1000-3P,https://www.hondamotorbikes.co.nz/pioneer-1000-3p
cbr650r,CBR650R,,,CBR650R,https://www.hondamotorbikes.co.nz/cbr650r
honda-crf450r,Honda CRF450R,,,HONDA-CRF450R,https://www.hondamotorbikes.co.nz/crf450r
honda-pcx160-scooter,Honda PCX160 Scooter,,,HONDA-PCX160-SCOOTER,https://www.hondamotorbikes.co.nz/pcx160
xl750-transalp,XL750 Transalp,,,XL750-TRANSALP,https://www.hondamotorbikes.co.nz/xl750-transalp
honda-dio-nsc110-scooter,Honda Dio NSC110 Scooter,,,HONDA-DIO-NSC110-SCOOTER,https://www.hondamotorbikes.co.nz/dio-nsc110
honda-msx125-grom-motorcycle,Honda MSX125 Grom Motorcycle,,,HONDA-MSX125-GROM-MOTORCYCLE,https://www.hondamotorbikes.co.nz/msx125-grom
honda-cb500-hornet-motorcycle,Honda CB500 Hornet Motorcycle,,,HONDA-CB500-HORNET-MOTORCYCLE,https://www.hondamotorbikes.co.nz/cb500-hornet
2025-honda-crf450x-off-road-motorcycle,2025 Honda CRF450X Off-Road Motorcycle,,,2025-HONDA-CRF450X-OFF-ROAD-MOTORCYCLE,https://www.hondamotorbikes.co.nz/crf450x
pioneer-1000-3p5p-hard-doors,Pioneer 1000-3P/5P Hard Doors,,7584,0SU95HL4GD0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0su95hl4gd0
pioneer-1000-700-led-headlights,Pioneer 1000 / 700 LED Headlights,,1064,08V70HL4AK0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-700-led-headlights
africa-twin-comfort-seat-grand-blue,Africa Twin Comfort Seat Grand Blue,,317,08R71MLNE00ZB,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r71mlne00zb
nc750x-grip-heaters,NC750X Grip Heaters,,477,08T70MKWD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t70mkwd00
transalp-50l-top-box-base,Transalp 50L Top Box Base,,317,08L70MLCD00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l70mlcd00za
africa-twin-adventure-sports-main-centre-stand,Africa Twin Adventure Sports Main (Centre) Stand,,424,08M70MLNEQ0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08m70mlneq0
pioneer-700-4p-hard-midrear-panel-combines-with-extended-hard-roof,Pioneer 700-4P Hard Mid/Rear Panel (Combines With Extended Hard Roof),,1393,0SU95HL3104C,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0su95hl3104c
cb500f-meter-visor,CB500F Meter Visor,,211,08R70MLRD40,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r70mlrd40
pioneer-700-1000-warn-vrx-45-winch,Pioneer 700 / 1000 Warn® VRX 45 Winch,,1131,08L71HL3A43,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l71hl3a43
pioneer-1000-3p-hard-midrear-panel,Pioneer 1000-3P Hard Mid/Rear Panel,,1506,0SU95HL4A30,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0su95hl4a30
cbr650r-tank-pad-cbr-logo,CBR650R Tank Pad (CBR Logo),,73,08P82MKRD10,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p82mkrd10
nc750x-rear-carrier-resin-silver,NC750X Rear Carrier (Resin) Silver,,689,08L70MKWD00ZB,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l70mkwd00zb
kit-grip-heater-attachment,Kit - Grip Heater & Attachment,,825,KIT-GRIP-HEATER-ATTACHMENT,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t70mjna01
cbr650r-rear-seat-cowl-grand-prix-red,CBR650R Rear Seat Cowl - Grand Prix Red,,317,08F71MKYE20ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f71mkye20za
cl500-left-saddlebag-support-bracket,CL500 Left Saddlebag Support Bracket,,249,08L71K3SJA1,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l71k3sja1
transalp-front-fog-light-attachment,Transalp Front Fog Light Attachment,,222,08V70MLCD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08v70mlcd00
pioneer-1000-3p-fabric-rear-panel,Pioneer 1000-3P Fabric Rear Panel,,410,0SR95HL4207B,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sr95hl4207b
africa-twin-low-seat-black,Africa Twin Low Seat Black,,,08R73MKSE00ZC,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r73mkse00zc
transalp-50l-top-box-pad-cushion-back-rest,Transalp 50L Top Box Pad (Cushion) Back Rest,,201,08R74MLFE00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r74mlfe00za
nx500-12v-socket,NX500 12V Socket,,52,08U70MKPD80,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08u70mkpd80
pioneer-700-4p-hard-midrear-panel-combines-with-short-hard-roof,Pioneer 700-4P Hard Mid/Rear Panel (Combines With Short Hard Roof),,1393,0SU95HL3102C,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0su95hl3102c
pioneer-700-4p-hard-roof-extended,Pioneer 700-4P Hard Roof (Extended),,1264,0SR85HL3100,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sr85hl3100
pioneer-520-accessory-sub-harness,Pioneer 520 Accessory Sub-Harness,,23,08Z08HL5A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08z08hl5a00
pioneer-520-mount-plate,Pioneer 520 Mount Plate,,226,0SL41HL5A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sl41hl5a00
cbr650r-tank-side-sticker,CBR650R Tank Side Sticker,,63,08F72MKYE00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f72mkye00za
nt1100-top-box-panel-50l-black,NT1100 Top Box Panel (50L) - Black,,308,08L82MKTD00ZL,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l82mktd00zl
transalp-aluminium-panels-for-panniers-set,Transalp Aluminium Panels For Panniers Set,,232,08L80MKTD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l80mktd00
pioner-1000-windshield-wiper-kit-2016-2023,Pioner 1000 Windshield Wiper Kit (2016-2023),,686,0SE10HL4500,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioner-1000-windshield-wiper-kit
pioneer-700-glass-windshield,Pioneer 700 Glass Windshield,,2102,PIONEER-700-GLASS-WINDSHIELD,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0su95hl3a00
cl500-heated-grips,CL500 Heated Grips,,211,08T71K3SJA0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t71k3sja0
pioneer-520-fabric-doors-camo,Pioneer 520 Fabric Doors - Camo,,1445,0SR90HL5A01C,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sr90hl5a01c
pioneer-520-hard-roof,Pioneer 520 Hard Roof,,1040,08R70HL5A01,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r70hl5a01
cl500-left-saddlebag-large,CL500 Left Saddlebag (Large),,307,08L05K87A31,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l05k87a31
africa-twin-aluminium-top-box-bracket,Africa Twin Aluminium Top Box Bracket,,477,08L80MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l80mkse00
pioneer-1000-aluminium-skid-plate-2016-2023,Pioneer 1000 Aluminium Skid Plate (2016-2023),,1082,08P71HL4F00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-aluminium-skid-plate
africa-twin-low-seat-grand-blue,Africa Twin Low Seat Grand Blue,,,08R73MKSE00ZB,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r73mkse00zb
africa-twin-upper-deflector,Africa Twin Upper Deflector,,232,08R70MLNE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r70mlne00
africa-twin-rally-step,Africa Twin Rally Step,,137,08R79MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r79mkse00
pioneer-1000-side-mirrors,Pioneer 1000 Side Mirrors,,317,0SV05HL4202,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sv05hl4202
pioneer-1000-rearview-mirror,Pioneer 1000 Rearview Mirror,,222,0SV05HL4300,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sv05hl4300
pioneer-1000-3p-hard-roof,Pioneer 1000-3P Hard Roof,,1302,0SR85HL4A30,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sr85hl4a30
pioneer-520-bed-rack,Pioneer 520 Bed Rack,,675,0SE57HL5A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0se57hl5a00
cb500f-main-centre-stand,CB500F Main (Centre) Stand,,381,08M70MKPJ40,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08m70mkpj40
pioneer-1000-fuse-box-wiring-kit,Pioneer 1000 Fuse Box Wiring Kit,,244,PIONEER-1000-FUSE-BOX-WIRING-KIT,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0ss26hl4a00
cl500-rear-cushion-cover,CL500 Rear Cushion Cover,,52,08F73K3SJA0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f73k3sja0
pioneer-700-bed-extender,Pioneer 700 Bed Extender,,600,08L74HL3A41,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l74hl3a41
pioneer-1000-5p-bed-extender,Pioneer 1000-5P Bed Extender,,810,08L71HL4A02,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l71hl4a02
inner-bag-for-38l-top-box,Inner Bag For 38L Top Box,,126,08L75MJPG51,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l75mjpg51
pioneer-1000-3p-bimini-top,Pioneer 1000-3P Bimini Top,,326,0SR85HL4322B,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-3p-bimini-top
nx500-rear-carrier,NX500 Rear Carrier,,508,08L71MGZD80ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l71mgzd80za
pioneer-1000-aluminum-a-arm-guards-front,Pioneer 1000 Aluminum A-Arm Guards (Front),,501,08P70HL4AK0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-aluminum-a-arm-guards-front
africa-twin-33l-aluminium-pannier-right,Africa Twin 33L Aluminium Pannier (Right),,901,08L75MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l75mkse00
cbr500r-cb500f-top-box-inner-bag-25l,CBR500R / CB500F Top Box Inner Bag (25L),,137,08L09MGSD30,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l09mgsd30
kit-front-side-pipe,Kit - Front Side Pipe,,317,KIT-FRONT-SIDE-PIPE,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p71mkad80
cbr500r-grip-heater-attachment,CBR500R Grip Heater Attachment,,169,08T73MLRD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t73mlrd00
nt1100-front-fog-lights-attachment,NT1100 Front Fog Lights Attachment,,466,08V70MLFE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08v70mlfe00
nt1100-africa-twin-comfort-pillion-steps,NT1100 / Africa Twin Comfort Pillion Steps,,105,08R71MJPG50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r71mjpg50
hand-grip-cement,Hand Grip Cement,,37,08CRDHGC23GHO,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08crdhgc23gho
cl500-heated-grips-attachment-kit,CL500 Heated Grips Attachment Kit,,222,08T70K3SJA0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t70k3sja0
pioneer-1000-3p5p-under-dash-storage-pocket,Pioneer 1000-3P/5P Under Dash Storage Pocket,,396,08L71HL4F00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l71hl4f00
pioneer-700-2p-hard-rear-panel,Pioneer 700-2P Hard Rear Panel,,1393,0SU95HL3102A,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0su95hl3102a
africa-twin-inner-bag-for-aluminium-top-box,Africa Twin Inner Bag For Aluminium Top Box,,126,08L82MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l82mkse00
transalp-knuckle-guard,Transalp Knuckle Guard,,243,08P77MLCD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/transalp-knuckle-guard
transalp-radiator-grille,Transalp Radiator Grille,,211,08F74MLCD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/transalp-radiator-grille
cbr500r-cb500f-rear-carrier,CBR500R / CB500F Rear Carrier,,636,08L72MKPJ00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l72mkpj00
pioneer-1000-3p-fabric-roof-rear-panel-black,Pioneer 1000-3P Fabric Roof / Rear Panel (Black),,643,0SR85HL4211A,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-3p-fabric-roof-rear-panel-black
africa-twin-pannier-case-with-stripe,Africa Twin Pannier Case With Stripe,,2122,08L71MLNE00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l71mlne00za
cbr650r-high-wind-screen-smoke-grey,CBR650R High Wind Screen Smoke Grey,,137,08R71MKND10,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r71mknd10
pioneer-520-fabric-doors-black,Pioneer 520 Fabric Doors - Black,,1477,0SR90HL5A01B,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sr90hl5a01b
pioneer-520-front-underhood-tray,Pioneer 520 Front Underhood Tray,,527,08L78HL5A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l78hl5a00
africa-twin-37l-aluminium-pannier-left,Africa Twin 37L Aluminium Pannier (Left),,901,08L76MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l76mkse00
nc750x-pannier-support-stay,NC750X Pannier Support Stay,,370,08L71MKWD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l71mkwd00
transalp-guard-attachment,Transalp Guard Attachment,,105,08P74MLCD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p74mlcd00
pioneer-520-cab-frame-cargo-bag,Pioneer 520 Cab Frame Cargo Bag,,399,0SL57HL5101,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sl57hl5101
nx500-3l-tank-bag,NX500 3L Tank Bag,,211,08L77MJPG51,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l77mjpg51
pioneer-520-700-rearview-mirror,Pioneer 520 / 700 Rearview Mirror,,222,0SV05HL5201,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sv05hl5201
nx500-main-centre-stand,NX500 Main (Centre) Stand,,381,08M70MKPJ80,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08m70mkpj80
africa-twin-radiator-grille,Africa Twin Radiator Grille,,381,08F71MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f71mkse00
transalp-quick-shifter,Transalp Quick Shifter,,530,08U70MLCD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08u70mlcd00
cb650r-meter-visor,CB650R Meter Visor,,237,08R70MKND50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r70mknd50
nt1100-panel-top-box-matte-iridium-grey-metallic,NT1100 Panel Top Box Matte Iridium Grey Metallic,,179,08L82MKTD00ZK,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l82mktd00zk
pioneer-520-utility-basket,Pioneer 520 Utility Basket,,566,0SL63HR3A01,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sl63hr3a01
heated-grips,Heated Grips,,370,08T72MLRD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t72mlrd00
pioneer-1000-3p-front-fox-shocks,Pioneer 1000-3P Front Fox Shocks,,2557,08Z70HL4F50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-3p-front-fox-shocks
africa-twin-knuckle-guard-extension-power-red,Africa Twin Knuckle Guard Extension Power Red,,31,08P72MKSE00ZD,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/africa-twin-knuckle-guard-extension-power-red
pioneer-1000-winch-mount-kit,Pioneer 1000 Winch Mount Kit,,932,08L72HL4AK1,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l72hl4ak1
cbr500r-seat-cowl-grand-prix-red,CBR500R Seat Cowl Grand Prix Red,,370,08F76MJWJ00ZR GRAND PRIX RED *R380*,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f76mjwj00zr
cbr500r-cb500f-35l-top-box,CBR500R / CB500F 35L Top Box,,402,08L72MJED00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l72mjed00za
nt1100-comfort-pillion-seat,NT1100 Comfort Pillion Seat,,211,08R73MLFE00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r73mlfe00za
nx500-front-side-pipes,NX500 Front Side Pipes,,689,08P70MLRD80ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p70mlrd80za
pioneer-1000-front-bumperbrush-guard,Pioneer 1000 Front Bumper/Brush Guard,,947,08P71HL4AK0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p71hl4ak0
pioneer-1000-700-plow-blade,Pioneer 1000 / 700 Plow Blade,,1648,0SL76HL4A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-700-plow-blade
pioneer-700-glass-windshield-wiper-kit-and-washer,Pioneer 700 Glass Windshield Wiper Kit And Washer,,1128,0SE10HL3A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0se10hl3a00
pioneer-520-rear-cab-net,Pioneer 520 Rear Cab Net,,237,0SR95HL5200B,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sr95hl5200b
pioneer-520-bed-rails,Pioneer 520 Bed Rails,,510,0SB18HL5A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sb18hl5a00
pioneer-700-2p-hard-roof-short,Pioneer 700-2P Hard Roof (Short),,1123,0SR85HL3101,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sr85hl3101
transalp-fairing-deflector,Transalp Fairing Deflector,,105,08R72MLCD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r72mlcd00
cbr650r-cb650r-rear-seat-cowl-matte-gunpowder-black-metallic,CBR650R / CB650R Rear Seat Cowl - Matte Gunpowder Black Metallic,,317,08F71MKYE20ZB,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f71mkye20zb
cbr500r-tank-pad-cbr-logo,CBR500R Tank Pad (CBR Logo),,105,08P71MKFDK0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p71mkfdk0
transalp-aluminium-panel-50l-top-box,Transalp Aluminium Panel - 50L Top Box,,137,08L83MKTD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l83mktd00
pioneer-700-winch-mount-kit,Pioneer 700 Winch Mount Kit,,1086,0SL72HL3A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sl72hl3a00
cbr650r-cb650r-quick-shifter-kit,CBR650R / CB650R Quick Shifter Kit,,370,08U72MKND50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08u72mknd50
cbr650r-cb650r-tank-bag-attachment,CBR650R / CB650R Tank Bag Attachment,,31,08L72MKJD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l72mkjd00
cb750-hornet-skid-pad,CB750 Hornet Skid Pad,,445,08P70MLBD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p70mlbd00
cl500-headlight-visor,CL500 Headlight Visor,,328,08R71K3SJA0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r71k3sja0
cb650r-tank-pad-cb-logo,CB650R Tank Pad (CB Logo),,41,08P71MKND50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p71mknd50
cbr500r-smoke-high-windscreen,CBR500R Smoke High Windscreen,,169,08R70MKPD00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r70mkpd00za
pioneer-1000-fabric-front-doors-black,Pioneer 1000 Fabric Front Doors (Black),,1558,0SR90HL4212A,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-fabric-front-doors-black
pioneer-1000-glass-windshield,Pioneer 1000 Glass Windshield,,1966,PIONEER-1000-GLASS-WINDSHIELD,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0su85hl4a00
pioneer-1000-3p-rear-fox-shocks,Pioneer 1000-3P Rear Fox Shocks,,1880,08Z71HL4F50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-3p-rear-fox-shocks
africa-twin-plastic-top-box-base,Africa Twin Plastic Top Box Base,,84,08L78MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l78mkse00
cbr500r-tank-bag-attachment,CBR500R Tank Bag Attachment,,126,08L70MLRD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l70mlrd00
pioneer-1000-520-horn-kit,Pioneer 1000 / 520 Horn Kit,,130,08P75HL5A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-horn-kit
nx500-cb750-side-bags,NX500 / CB750 Side Bags,,933,08L73MLBD01,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l73mlbd01
pioneer-1000-3p6p-bed-mat,Pioneer 1000-3P/6P Bed Mat,,419,0SP42HL4202,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sp42hl4202
africa-twin-low-seat-paulista-red,Africa Twin Low Seat Paulista Red,,,08R73MKSE00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r73mkse00za
africa-twin-nx500-top-box-lock,Africa Twin / NX500 Top Box Lock,,190,08L73MJPG50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l73mjpg50
africa-twin-aluminium-panniers-inner-bags-set-of-2,Africa Twin Aluminium Panniers Inner Bags Set of 2,,243,08L84MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l84mkse00
cl500-rear-side-cover,CL500 Rear Side Cover,,84,08F71K3SJA0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f71k3sja0
africa-twin-comfort-seat-paulista-red,Africa Twin Comfort Seat Paulista Red,,317,08R71MLNE00ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r71mlne00za
nt1100-pannier-support-kit,NT1100 Pannier Support Kit,,264,08L70MLFE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l70mlfe00
rear-seat-bag,Rear Seat Bag,,243,08L73MKJD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l73mkjd00
pioneer-700-underdash-storage-tray,Pioneer 700 Underdash Storage Tray,,623,08L73HL3A41,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l73hl3a41
cb650r-front-fender-panels,CB650R Front Fender Panels,,307,08F73MKND50,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f73mknd50
africa-twin-grip-heaters,Africa Twin Grip Heaters,,402,08T70MLNE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t70mlne00
cbr650r-high-wind-screen,CBR650R High Wind Screen,,126,08R70MKND10,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r70mknd10
transalp-pannier-inner-bags,Transalp Pannier Inner Bags,,275,08L78MKTD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l78mktd00
africa-twin-aluminium-panniers-stay,Africa Twin Aluminium Panniers Stay,,742,08L77MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l77mkse00
45l-tank-bag,4.5L Tank Bag,,254,08L85MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l85mkse00
cb750-hornet-grip-ends,CB750 Hornet Grip Ends,,126,08F72MLBD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f72mlbd00
cbr500r-cb500f-12v-socket,CBR500R / CB500F 12V Socket,,201,CBR500R-CB500F-12V-SOCKET,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08u70mjwj00
pioneer-700-busbar-kit,Pioneer 700 Busbar Kit,,283,0SS27HL3A00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0ss27hl3a00
africa-twin-low-deflectors-set,Africa Twin Low Deflectors Set,,116,08R72MKSE00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08r72mkse00
nx500-knuckle-guards,NX500 Knuckle Guards,,169,08P70MKPDQ0,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p70mkpdq0
nc750x-pannier-case-set,NC750X Pannier Case Set,,1644,08L72MKWD00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l72mkwd00
cb500f-tank-bag-attachment-kit,CB500F Tank Bag Attachment Kit,,126,08L70MKPJ00,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l70mkpj00
cb650r-tank-side-sticker,CB650R Tank Side Sticker,,73,08F74MKYE20ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f74mkye20za
cl500-rear-side-cover-decal,CL500 Rear Side Cover Decal,,16,08F77K3SJA0ZA,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08f77k3sja0za
1-key-components-cylinder-body-kit,1 Key Components (Cylinder Body Kit),,31,08M71MJED01,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08m71mjed01
knuckle-guard-extension-white,Knuckle Guard Extension White,,,08P72MKSE00ZB,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08p72mkse00zb
cb650r-e-clutch,CB650R E-Clutch,,,CB650R-E-CLUTCH,https://www.hondamotorbikes.co.nz/cb650r-e-clutch
rear-seat-bag-attachment,Rear Seat Bag Attachment,,27,REAR-SEAT-BAG-ATTACHMENT,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l70mkpt00
